time,open,high,low,close,RSI
1957-08-21,45.490002,45.490002,45.490002,45.490002,61.30268868618775
1957-08-22,45.16,45.16,45.16,45.16,30.54038887935063
1957-08-23,44.509998,44.509998,44.509998,44.509998,10.259396389951505
1957-08-26,43.889999,43.889999,43.889999,43.889999,4.525863054026416
1957-08-27,44.610001,44.610001,44.610001,44.610001,58.45329977512625
1957-08-28,44.639999,44.639999,44.639999,44.639999,60.32086108960968
1957-08-29,44.459999,44.459999,44.459999,44.459999,39.18346862937348
1957-08-30,45.220001,45.220001,45.220001,45.220001,84.6387053507692
1957-09-03,45.439999,45.439999,45.439999,45.439999,89.2781499964315
1957-09-04,45.049999,45.049999,45.049999,45.049999,43.11258723468253
1957-09-05,44.82,44.82,44.82,44.82,26.779535729628464
1957-09-06,44.68,44.68,44.68,44.68,18.327004080828075
1957-09-09,44.279999,44.279999,44.279999,44.279999,6.536890303051635
1957-09-10,43.869999,43.869999,43.869999,43.869999,2.8190819611330085
1957-09-11,44.259998,44.259998,44.259998,44.259998,53.32318414849607
1957-09-12,44.82,44.82,44.82,44.82,81.27276755327603
1957-09-13,44.799999,44.799999,44.799999,44.799999,77.93910483830278
1957-09-16,44.580002,44.580002,44.580002,44.580002,40.97005895741451
1957-09-17,44.639999,44.639999,44.639999,44.639999,53.10310155330765
1957-09-18,44.689999,44.689999,44.689999,44.689999,65.06968841079558
1957-09-19,44.400002,44.400002,44.400002,44.400002,16.432079961433217
1957-09-20,43.689999,43.689999,43.689999,43.689999,3.526139552330477
1957-09-23,42.689999,42.689999,42.689999,42.689999,1.0976594516861269
1957-09-24,42.98,42.98,42.98,42.98,29.32780532775668
1957-09-25,42.98,42.98,42.98,42.98,29.32780532775668
1957-09-26,42.57,42.57,42.57,42.57,11.218756696928793
1957-09-27,42.549999,42.549999,42.549999,42.549999,10.581296873308219
1957-09-30,42.419998,42.419998,42.419998,42.419998,6.08596048472954
1957-10-01,42.759998,42.759998,42.759998,42.759998,70.85417241821374
1957-10-02,43.099998,43.099998,43.099998,43.099998,87.7502943525391
1957-10-03,43.139999,43.139999,43.139999,43.139999,89.22065819384746
1957-10-04,42.790001,42.790001,42.790001,42.790001,28.77616296155847
1957-10-07,42.220001,42.220001,42.220001,42.220001,8.973942325291375
1957-10-08,41.950001,41.950001,41.950001,41.950001,5.432403854958551
1957-10-09,41.990002,41.990002,41.990002,41.990002,15.332971341831438
1957-10-10,40.959999,40.959999,40.959999,40.959999,2.3989360276979426
1957-10-11,40.939999,40.939999,40.939999,40.939999,2.322842285359144
1957-10-14,41.240002,41.240002,41.240002,41.240002,49.950297351296335
1957-10-15,41.669998,41.669998,41.669998,41.669998,79.12649118458762
1957-10-16,41.330002,41.330002,41.330002,41.330002,41.171758440524876
1957-10-17,40.650002,40.650002,40.650002,40.650002,14.106153546791475
1957-10-18,40.330002,40.330002,40.330002,40.330002,8.714424229788946
1957-10-21,39.150002,39.150002,39.150002,39.150002,2.281912890372766
1957-10-22,38.98,38.98,38.98,38.98,1.8816975731238728
1957-10-23,40.73,40.73,40.73,40.73,78.72009670749517
1957-10-24,40.709999,40.709999,40.709999,40.709999,77.3357269244987
1957-10-25,40.59,40.59,40.59,40.59,63.86002261158857
1957-10-28,40.419998,40.419998,40.419998,40.419998,42.752436458425066
1957-10-29,40.689999,40.689999,40.689999,40.689999,72.07309261427666
1957-10-30,41.02,41.02,41.02,41.02,87.59894082523499
1957-10-31,41.060001,41.060001,41.060001,41.060001,89.07181640633235
1957-11-01,40.439999,40.439999,40.439999,40.439999,19.025145255655474
1957-11-04,40.369999,40.369999,40.369999,40.369999,16.156205066163082
1957-11-06,40.43,40.43,40.43,40.43,33.37873133932638
1957-11-07,40.669998,40.669998,40.669998,40.669998,74.79575012851674
1957-11-08,40.189999,40.189999,40.189999,40.189999,21.451546034942552
1957-11-11,40.18,40.18,40.18,40.18,20.83253461503402
1957-11-12,39.599998,39.599998,39.599998,39.599998,4.79165208037135
1957-11-13,39.549999,39.549999,39.549999,39.549999,4.230090225273486
1957-11-14,39.439999,39.439999,39.439999,39.439999,2.7909005228110146
1957-11-15,40.369999,40.369999,40.369999,40.369999,85.60488865392713
1957-11-18,40.040001,40.040001,40.040001,40.040001,53.350277183528725
1957-11-19,39.810001,39.810001,39.810001,39.810001,34.97878334268415
1957-11-20,39.919998,39.919998,39.919998,39.919998,51.088887065419904
1957-11-21,40.48,40.48,40.48,40.48,86.11582234992524
1957-11-22,40.869999,40.869999,40.869999,40.869999,93.0491076268759
1957-11-25,41.18,41.18,41.18,41.18,96.12519377450519
1957-11-26,40.09,40.09,40.09,40.09,23.376271192840335
1957-11-27,41.25,41.25,41.25,41.25,70.65162901540023
1957-11-29,41.720001,41.720001,41.720001,41.720001,80.43400376549278
1957-12-02,41.360001,41.360001,41.360001,41.360001,53.24584762924272
1957-12-03,41.369999,41.369999,41.369999,41.369999,54.10748115815675
1957-12-04,41.540001,41.540001,41.540001,41.540001,71.78830448138123
1957-12-05,41.52,41.52,41.52,41.52,65.82132071132472
1957-12-06,41.310001,41.310001,41.310001,41.310001,23.975069857061726
1957-12-09,40.919998,40.919998,40.919998,40.919998,7.13245267721868
1957-12-10,40.560001,40.560001,40.560001,40.560001,3.1052350245404483
1957-12-11,40.509998,40.509998,40.509998,40.509998,2.6842083588397685
1957-12-12,40.549999,40.549999,40.549999,40.549999,20.031735663247687
1957-12-13,40.73,40.73,40.73,40.73,69.29387805122214
1957-12-16,40.119999,40.119999,40.119999,40.119999,13.389505240070548
1957-12-17,39.419998,39.419998,39.419998,39.419998,4.695422998768763
1957-12-18,39.380001,39.380001,39.380001,39.380001,4.371078473880971
1957-12-19,39.799999,39.799999,39.799999,39.799999,60.97915073584224
1957-12-20,39.48,39.48,39.48,39.48,32.060053031681434
1957-12-23,39.48,39.48,39.48,39.48,32.060053031681434
1957-12-24,39.52,39.52,39.52,39.52,45.0823276610839
1957-12-26,39.919998,39.919998,39.919998,39.919998,88.63799032231292
1957-12-27,39.779999,39.779999,39.779999,39.779999,56.99552223946181
1957-12-30,39.580002,39.580002,39.580002,39.580002,28.21629985357393
1957-12-31,39.990002,39.990002,39.990002,39.990002,76.6198052066384
1958-01-02,40.330002,40.330002,40.330002,40.330002,88.96299314689581
1958-01-03,40.869999,40.869999,40.869999,40.869999,95.87703075458597
1958-01-06,40.68,40.68,40.68,40.68,66.54295206085197
1958-01-07,41,41,41,41,83.52349611461979
1958-01-08,40.990002,40.990002,40.990002,40.990002,80.95602075072148
1958-01-09,40.75,40.75,40.75,40.75,32.6988514715962
1958-01-10,40.369999,40.369999,40.369999,40.369999,11.323841155540322
1958-01-13,40.490002,40.490002,40.490002,40.490002,37.236769031406624
1958-01-14,40.669998,40.669998,40.669998,40.669998,66.55513664070199
1958-01-15,40.990002,40.990002,40.990002,40.990002,87.43124067270354
1958-01-16,41.060001,41.060001,41.060001,41.060001,90.1272656057775
1958-01-17,41.099998,41.099998,41.099998,41.099998,92.07092297288648
1958-01-20,41.349998,41.349998,41.349998,41.349998,97.70907099130802
1958-01-21,41.299999,41.299999,41.299999,41.299999,76.07232946326711
1958-01-22,41.200001,41.200001,41.200001,41.200001,40.340369612022286
1958-01-23,41.360001,41.360001,41.360001,41.360001,76.1657324142971
1958-01-24,41.709999,41.709999,41.709999,41.709999,93.42893511553993
1958-01-27,41.59,41.59,41.59,41.59,62.42484017262446
1958-01-28,41.630001,41.630001,41.630001,41.630001,69.231925506336
1958-01-29,41.880001,41.880001,41.880001,41.880001,90.57475752051565
1958-01-30,41.68,41.68,41.68,41.68,42.92897828031465
1958-01-31,41.700001,41.700001,41.700001,41.700001,48.36194073884378
1958-02-03,42.040001,42.040001,42.040001,42.040001,87.81120766393475
1958-02-04,42.459999,42.459999,42.459999,42.459999,95.77864847151743
1958-02-05,42.189999,42.189999,42.189999,42.189999,52.041278596617445
1958-02-06,42.099998,42.099998,42.099998,42.099998,39.8955840957637
1958-02-07,41.73,41.73,41.73,41.73,13.66793556819546
1958-02-10,41.48,41.48,41.48,41.48,7.237865828243002
1958-02-11,41.110001,41.110001,41.110001,41.110001,3.0251984610792135
1958-02-12,40.93,40.93,40.93,40.93,1.9314226354744477
1958-02-13,40.939999,40.939999,40.939999,40.939999,5.718570438110589
1958-02-14,41.330002,41.330002,41.330002,41.330002,76.50293642977411
1958-02-17,41.110001,41.110001,41.110001,41.110001,41.41947304717668
1958-02-18,41.169998,41.169998,41.169998,41.169998,53.140310368869386
1958-02-19,41.150002,41.150002,41.150002,41.150002,46.8871090750151
1958-02-20,40.91,40.91,40.91,40.91,12.258868265707264
1958-02-21,40.880001,40.880001,40.880001,40.880001,10.348280183041467
1958-02-24,40.650002,40.650002,40.650002,40.650002,3.0527488444911626
1958-02-25,40.610001,40.610001,40.610001,40.610001,2.4515652711951077
1958-02-26,40.919998,40.919998,40.919998,40.919998,75.92786505115882
1958-02-27,40.68,40.68,40.68,40.68,35.049699485959806
1958-02-28,40.84,40.84,40.84,40.84,62.190894602913765
1958-03-03,41.130001,41.130001,41.130001,41.130001,84.96540489780529
1958-03-04,41.349998,41.349998,41.349998,41.349998,92.14453481616982
1958-03-05,41.470001,41.470001,41.470001,41.470001,94.8351155427981
1958-03-06,42,42,42,42,98.71693585941772
1958-03-07,42.07,42.07,42.07,42.07,98.92946916002349
1958-03-10,42.209999,42.209999,42.209999,42.209999,99.35610099709501
1958-03-11,42.509998,42.509998,42.509998,42.509998,99.76222033111065
1958-03-12,42.41,42.41,42.41,42.41,70.23172408208602
1958-03-13,42.459999,42.459999,42.459999,42.459999,77.0308074611493
1958-03-14,42.330002,42.330002,42.330002,42.330002,35.21121910068422
1958-03-17,42.040001,42.040001,42.040001,42.040001,10.289034846002167
1958-03-18,41.889999,41.889999,41.889999,41.889999,5.9398488303836245
1958-03-19,42.09,42.09,42.09,42.09,55.78204183209202
1958-03-20,42.110001,42.110001,42.110001,42.110001,60.01935713570699
1958-03-21,42.419998,42.419998,42.419998,42.419998,89.9305481002741
1958-03-24,42.580002,42.580002,42.580002,42.580002,94.31843404130215
1958-03-25,42.439999,42.439999,42.439999,42.439999,53.511545049514865
1958-03-26,42.299999,42.299999,42.299999,42.299999,28.68818191302725
1958-03-27,42.169998,42.169998,42.169998,42.169998,15.411218461472316
1958-03-28,42.200001,42.200001,42.200001,42.200001,30.300489799867606
1958-03-31,42.099998,42.099998,42.099998,42.099998,13.941637974238901
1958-04-01,41.93,41.93,41.93,41.93,4.9167481265674695
1958-04-02,41.599998,41.599998,41.599998,41.599998,1.399498247588042
1958-04-03,41.48,41.48,41.48,41.48,0.9205706827545725
1958-04-07,41.330002,41.330002,41.330002,41.330002,0.4961208271499373
1958-04-08,41.43,41.43,41.43,41.43,38.37850597549729
1958-04-09,41.650002,41.650002,41.650002,41.650002,76.96551512929337
1958-04-10,41.700001,41.700001,41.700001,41.700001,82.06910298860004
1958-04-11,41.740002,41.740002,41.740002,41.740002,86.76214336368986
1958-04-14,42,42,42,42,96.99301529268168
1958-04-15,42.43,42.43,42.43,42.43,99.15447881734457
1958-04-16,42.099998,42.099998,42.099998,42.099998,47.14227016315263
1958-04-17,42.25,42.25,42.25,42.25,64.20971718675702
1958-04-18,42.709999,42.709999,42.709999,42.709999,87.99139424464359
1958-04-21,42.93,42.93,42.93,42.93,92.65792364828256
1958-04-22,42.799999,42.799999,42.799999,42.799999,63.496752237142246
1958-04-23,42.799999,42.799999,42.799999,42.799999,63.496752237142246
1958-04-24,43.139999,43.139999,43.139999,43.139999,91.49587240934099
1958-04-25,43.360001,43.360001,43.360001,43.360001,95.73222500886568
1958-04-28,43.220001,43.220001,43.220001,43.220001,58.58741865602814
1958-04-29,43,43,43,43,26.39718341084337
1958-04-30,43.439999,43.439999,43.439999,43.439999,76.982882342151
1958-05-01,43.540001,43.540001,43.540001,43.540001,82.46190148910281
1958-05-02,43.689999,43.689999,43.689999,43.689999,89.76833043018699
1958-05-05,43.790001,43.790001,43.790001,43.790001,93.42221891334107
1958-05-06,44.009998,44.009998,44.009998,44.009998,97.44180198437822
1958-05-07,43.93,43.93,43.93,43.93,67.46083330202302
1958-05-08,43.990002,43.990002,43.990002,43.990002,77.73650611463536
1958-05-09,44.09,44.09,44.09,44.09,89.15346511038939
1958-05-12,43.75,43.75,43.75,43.75,19.86847165005244
1958-05-13,43.619999,43.619999,43.619999,43.619999,12.462266275847057
1958-05-14,43.119999,43.119999,43.119999,43.119999,3.2224090232047757
1958-05-15,43.34,43.34,43.34,43.34,41.43417701149741
1958-05-16,43.360001,43.360001,43.360001,43.360001,45.35712809069476
1958-05-19,43.240002,43.240002,43.240002,43.240002,25.145924887455976
1958-05-20,43.610001,43.610001,43.610001,43.610001,80.02768214040381
1958-05-21,43.549999,43.549999,43.549999,43.549999,64.65327834505743
1958-05-22,43.779999,43.779999,43.779999,43.779999,85.70591529448484
1958-05-23,43.869999,43.869999,43.869999,43.869999,90.25042984990968
1958-05-26,43.849998,43.849998,43.849998,43.849998,79.0762330446336
1958-05-27,43.790001,43.790001,43.790001,43.790001,45.37296483302277
1958-05-28,43.849998,43.849998,43.849998,43.849998,70.51052366709098
1958-05-29,44.09,44.09,44.09,44.09,93.7009170834177
1958-06-02,44.310001,44.310001,44.310001,44.310001,97.4202268968983
1958-06-03,44.459999,44.459999,44.459999,44.459999,98.57088018218376
1958-06-04,44.5,44.5,44.5,44.5,98.84552064289477
1958-06-05,44.549999,44.549999,44.549999,44.549999,99.22016492429151
1958-06-06,44.639999,44.639999,44.639999,44.639999,99.64034266640621
1958-06-09,44.57,44.57,44.57,44.57,54.20755307226951
1958-06-10,44.48,44.48,44.48,44.48,24.95163071790013
1958-06-11,44.490002,44.490002,44.490002,44.490002,32.98999986165576
1958-06-12,44.75,44.75,44.75,44.75,89.79831180909969
1958-06-13,45.02,45.02,45.02,45.02,96.30473119886123
1958-06-16,45.18,45.18,45.18,45.18,97.89549601049576
1958-06-17,44.939999,44.939999,44.939999,44.939999,42.72177397342708
1958-06-18,45.34,45.34,45.34,45.34,80.10245138362079
1958-06-19,44.610001,44.610001,44.610001,44.610001,23.684665133511587
1958-06-20,44.849998,44.849998,44.849998,44.849998,47.84031543854008
1958-06-23,44.689999,44.689999,44.689999,44.689999,33.64215273276619
1958-06-24,44.52,44.52,44.52,44.52,20.63096853914682
1958-06-25,44.630001,44.630001,44.630001,44.630001,47.10531890992621
1958-06-26,44.84,44.84,44.84,44.84,76.73502701683047
1958-06-27,44.900002,44.900002,44.900002,44.900002,82.3764361961491
1958-06-30,45.240002,45.240002,45.240002,45.240002,95.29796652323411
1958-07-01,45.279999,45.279999,45.279999,45.279999,95.98974996670974
1958-07-02,45.32,45.32,45.32,45.32,96.90155447992677
1958-07-03,45.470001,45.470001,45.470001,45.470001,98.85464721414324
1958-07-07,45.619999,45.619999,45.619999,45.619999,99.49335621038526
1958-07-08,45.400002,45.400002,45.400002,45.400002,37.747207687725876
1958-07-09,45.25,45.25,45.25,45.25,20.444748118128203
1958-07-10,45.419998,45.419998,45.419998,45.419998,60.98247937074122
1958-07-11,45.720001,45.720001,45.720001,45.720001,86.05753547745022
1958-07-14,45.139999,45.139999,45.139999,45.139999,24.69411335845311
1958-07-15,45.110001,45.110001,45.110001,45.110001,22.997822979309873
1958-07-16,45.25,45.25,45.25,45.25,53.080765241052454
1958-07-17,45.549999,45.549999,45.549999,45.549999,82.45573312668287
1958-07-18,45.77,45.77,45.77,45.77,90.85402872629392
1958-07-21,46.330002,46.330002,46.330002,46.330002,97.33894642546898
1958-07-22,46.41,46.41,46.41,46.41,97.78721080084061
1958-07-23,46.400002,46.400002,46.400002,46.400002,93.83614062255594
1958-07-24,46.650002,46.650002,46.650002,46.650002,97.95942132176584
